bathrooms,house_condition,house_grade,schools_nearby,built_year,house_area,living_area,inflation_rate,bedrooms,floors,living_area,price
2,4,8,1,1954,1190,1920,0.7,3,1,1920,645000
2,4,8,1,1956,2250,1970,0.7,3,1,1970,684000
2,4,8,1,1965,1250,1570,0.7,3,1,1570,917000
1,4,8,1,1960,610,1440,0.7,1,1,1440,780000
2,3,6,1,1945,980,1670,0.7,4,1,1670,424000
2,4,8,1,1960,1350,2180,0.7,3,1,2180,798000
3,4,8,1,1962,1370,1990,0.7,5,1,1990,840000
1,4,8,1,1961,700,1130,0.7,2,1,1130,800000
2,4,8,1,1967,1220,1940,0.7,3,1,1940,964000
2,4,8,1,1965,1250,1450,0.7,3,1,1450,910000
2,4,8,1,1964,1850,1530,0.7,3,1,1530,880500
2,3,6,1,1948,870,1690,0.7,3,1,1690,483000
3,4,8,1,1954,1230,2090,0.7,4,1,2090,650000
2,4,8,1,1971,1010,2020,0.7,3,1,2020,1059882
1,3,6,1,1949,1150,1150,0.7,3,1,1150,520000
1,3,6,1,1939,1080,1200,-0.1,3,1,1200,145750
2,3,6,1,1949,1310,1580,-0.1,3,1,1580,283800
1,4,8,1,1971,820,1590,-0.1,1,1,1590,580305
3,4,8,1,1966,2430,2580,-0.1,4,1,2580,511967.5
1,4,8,1,1959,800,920,-0.1,2,1,920,416900
2,4,8,1,1966,1190,2010,-0.1,3,1,2010,513810
1,4,8,1,1959,1200,1450,-0.1,3,1,1450,421300
2,4,8,1,1964,1630,2250,-0.1,3,1,2250,489500
1,4,8,1,1970,1140,1610,-0.1,2,1,1610,566500
1,4,8,1,1956,1010,1220,-0.1,3,1,1220,385000
3,4,8,1,1955,1240,1660,-0.1,4,1,1660,368500
1,3,6,1,1946,960,1080,-0.1,3,1,1080,239800
1,3,6,1,1940,1700,1500,-0.1,3,1,1500,163900
1,3,6,1,1942,1300,1470,-0.1,2,1,1470,192500
3,3,6,1,1947,1230,1810,-0.1,4,1,1810,258500
2,4,8,1,1971,960,1680,-0.1,3,1,1680,578600
1,3,6,1,1944,1350,1320,-0.1,4,1,1320,220000
2,4,8,1,1959,1320,2120,-0.1,5,1,2120,415460.1
2,4,8,1,1963,1010,1910,-0.1,4,1,1910,476300
3,4,8,1,1961,2030,2950,-0.1,4,1,2950,444400
3,4,8,1,1964,1280,1740,-0.1,4,1,1740,484000
1,3,6,1,1948,1450,1160,-0.1,4,1,1160,268400
2,4,8,1,1962,1110,1900,-0.1,3,1,1900,457600
2,4,8,1,1965,820,1180,-0.1,3,1,1180,508200
1,3,6,1,1952,1340,2550,-0.1,2,1,2550,330000
2,4,8,1,1957,1370,1620,-0.1,3,1,1620,390280
1,4,8,1,1954,1120,2000,-0.1,3,1,2000,357500
3,4,8,1,1955,1410,2210,-0.1,4,1,2210,367400
2,4,8,1,1971,944,1290,-0.1,4,1,1290,583000
1,3,6,1,1936,580,1700,-0.1,2,1,1700,99000
2,4,8,1,1956,1210,2650,0.7,3,1,2650,734790
1,4,8,1,1971,1080,1790,0.7,2,1,1790,1102500
3,4,8,1,1964,1340,2060,0.7,3,1,2060,943950
3,4,8,1,1965,1750,2360,0.7,5,1,2360,966000
2,3,6,1,1949,1390,1810,0.7,3,1,1810,548835
1,3,6,1,1947,1170,2080,0.7,3,1,2080,493500
2,3,6,1,1948,1310,1290,0.7,3,1,1290,524790
1,3,6,1,1952,1060,1850,0.7,2,1,1850,629989.5
2,4,8,1,1954,1170,1820,0.7,4,1,1820,680400
2,4,8,1,1958,1940,2000,0.7,4,1,2000,766500
2,4,8,1,1956,880,1650,0.7,3,1,1650,726600
2,3,6,1,1950,1240,1980,0.7,3,1,1980,565950
2,3,6,1,1948,1500,1220,0.7,2,1,1220,523950
1,3,6,1,1942,1200,1960,0.7,3,1,1960,346500
1,3,6,1,1950,1180,1070,0.7,2,1,1070,577500
1,3,6,1,1951,1010,1150,0.7,2,1,1150,588000
1,3,6,1,1952,990,1200,0.7,3,1,1200,609000
3,4,8,1,1956,1400,2150,0.7,7,1,2150,735000
2,4,8,1,1954,1890,2376,0.7,4,1,2376,672000
2,4,8,1,1960,1880,1540,0.7,3,1,1540,818580
2,4,8,1,1965,1060,1540,0.7,4,1,1540,951300
3,4,8,1,1968,1540,1990,0.7,4,1,1990,1037400
2,4,8,1,1964,1250,1540,0.7,3,1,1540,924000
2,4,8,1,1965,1260,1670,0.7,4,1,1670,945000
2,4,8,1,1960,1350,1710,0.7,3,1,1710,832650
2,4,8,1,1964,1050,1590,0.7,3,1,1590,929250
1,4,8,1,1961,860,1300,0.7,2,1,1300,850500
1,4,8,1,1964,1610,2030,0.7,2,1,2030,936600
2,3,6,1,1946,1340,1370,0.7,3,1,1370,451500
2,4,8,1,1962,880,1510,0.7,3,1,1510,882000
2,4,8,1,1963,1300,1700,0.7,3,1,1700,903000
3,4,8,1,1962,1350,1880,0.7,4,1,1880,871500
1,4,8,1,1961,1200,1860,0.7,3,1,1860,847350
3,4,8,1,1963,1180,1580,0.7,3,1,1580,892500
1,3,6,1,1947,870,1370,0.7,2,1,1370,491400
2,3,6,1,1950,1760,2000,0.7,3,1,2000,554400
2,4,8,1,1966,900,1800,0.7,3,1,1800,989102.1
2,3,6,1,1944,1090,1240,0.7,3,1,1240,420000
2,4,8,1,1957,1720,1430,0.7,4,1,1430,756000
4,4,8,1,1956,1360,1950,0.7,3,1,1950,724710
2,4,8,1,1955,1310,1790,0.7,3,1,1790,707700
1,3,6,1,1945,880,1190,0.7,2,1,1190,431392.5
2,3,6,1,1946,1580,1280,0.7,3,1,1280,472500
3,3,6,1,1944,1740,1740,0.7,5,1,1740,419895
2,4,8,1,1960,810,1440,0.7,3,1,1440,839895
3,4,8,1,1969,1630,2730,0.7,6,1,2730,1054200
1,4,8,1,1963,880,1360,0.7,2,1,1360,892500
2,4,8,1,1963,950,1440,0.7,2,1,1440,903000
1,3,6,1,1950,1080,1200,0.7,3,1,1200,577500
1,4,8,1,1955,720,1320,0.7,1,1,1320,703500
1,4,8,1,1956,1270,1390,0.7,3,1,1390,728700
1,4,8,1,1955,1030,1210,0.7,3,1,1210,684600
2,3,6,1,1948,1230,1330,0.7,3,1,1330,503895
3,4,8,1,1954,1480,1940,0.6,3,1,1940,715000
2,3,6,1,1948,1310,1330,0.6,3,1,1330,550000
2,3,6,1,1948,1260,1530,0.6,3,1,1530,528000
3,4,8,1,1963,1610,1220,0.6,6,1,1220,946000
3,4,8,1,1962,1150,1770,0.6,4,1,1770,924000
1,3,6,1,1949,1210,2140,0.6,2,1,2140,569800
2,3,6,1,1946,900,1720,0.6,3,1,1720,473000
3,3,6,1,1946,1520,1750,0.6,4,1,1750,494890
1,4,8,1,1956,1130,1180,0.6,3,1,1180,770000
1,3,6,1,1942,1000,1020,0.6,4,1,1020,363000
1,3,6,1,1949,880,980,0.6,3,1,980,563200
3,4,8,1,1971,1570,2550,0.6,4,1,2550,1166000
1,3,6,1,1947,930,1110,0.6,2,1,1110,506000
2,4,8,1,1955,1400,1310,0.6,3,1,1310,737000
3,4,8,1,1965,2050,1820,0.6,4,1,1820,1001000
1,4,8,1,1960,890,1690,0.6,2,1,1690,860200
3,4,8,1,1960,1090,1740,0.6,3,1,1740,868890
2,4,8,1,1961,1190,1840,0.6,3,1,1840,904200
2,4,8,1,1962,1070,1280,0.6,3,1,1280,913000
2,4,8,1,1963,1540,1630,0.6,3,1,1630,935000
2,4,8,1,1960,580,1160,0.6,3,1,1160,866800
3,3,6,1,1952,1630,2080,0.6,3,1,2080,657800
3,4,8,1,1958,1470,2570,0.6,5,1,2570,825000
2,3,6,1,1943,1240,1270,0.6,2,1,1270,414700
1,4,8,1,1953,780,1760,0.6,2,1,1760,682000
1,4,8,1,1957,940,1060,0.6,3,1,1060,781000
2,3,6,1,1942,1920,1490,0.6,4,1,1490,374000
2,3,6,1,1946,1440,1530,0.6,4,1,1530,496100
3,4,8,1,1963,1190,1950,0.6,5,1,1950,935000
1,4,8,1,1963,780,1570,0.6,3,1,1570,953700
3,4,8,1,1967,1210,1750,0.6,4,1,1750,1067000
1,3,6,1,1948,730,1190,0.6,4,1,1190,527890
3,3,6,1,1948,1400,1860,0.6,4,1,1860,547800
2,4,8,1,1954,1540,1570,0.6,3,1,1570,712800
2,3,6,1,1946,1200,1110,0.6,4,1,1110,490600
2,3,6,1,1947,1340,1670,0.4,2,1,1670,598000
3,4,8,1,1956,1200,1710,0.1,3,1,1710,910000
3,4,8,1,1954,1560,1870,0.1,4,1,1870,819000
3,4,8,1,1954,2090,1460,0.1,4,1,1460,845000
2,4,8,1,1955,1100,1080,0.1,4,1,1080,871000
1,3,6,1,1948,720,2160,0.1,2,1,2160,637000
1,4,8,1,1960,980,1260,0.1,2,1,1260,1021800
2,3,6,1,1949,1240,1750,0.1,3,1,1750,676000
2,3,6,1,1947,1670,2077,0.1,3,1,2077,592670
2,3,6,1,1949,1070,1770,0.1,3,1,1770,669500
3,3,6,1,1952,1260,1890,0.1,4,1,1890,756600
2,3,6,1,1949,1010,1840,0.1,4,1,1840,676000
2,3,6,1,1949,1280,1520,0.1,2,1,1520,656500
1,3,6,1,1946,990,2090,0.1,2,1,2090,573300
1,3,6,1,1940,790,850,0.1,2,1,850,390000
3,3,6,1,1941,1160,1670,0.1,3,1,1670,416000
2,4,8,1,1957,980,1380,0.1,3,1,1380,923000
2,4,8,1,1956,1120,1440,0.1,4,1,1440,896870
2,4,8,1,1969,1560,1870,0.1,2,1,1870,1323400
3,3,6,1,1948,1160,1580,0.1,3,1,1580,624000
2,3,6,1,1952,1420,2040,0.1,4,1,2040,760500
3,3,6,1,1948,1340,1270,0.1,3,1,1270,630500
2,3,6,1,1950,1240,1670,0.1,3,1,1670,715000
3,3,6,1,1952,1400,1700,0.1,4,1,1700,754000
1,3,6,1,1947,1640,1340,0.1,3,1,1340,598000
1,4,8,1,1957,1720,1550,0.1,3,1,1550,922740
2,4,8,1,1959,1610,1650,0.1,4,1,1650,988000
2,4,8,1,1962,1230,1530,0.1,3,1,1530,1092000
2,4,8,1,1963,1600,1650,0.1,3,1,1650,1131000
3,4,8,1,1967,1220,2050,0.1,3,1,2050,1248000
2,3,6,1,1945,1270,1270,0.1,3,1,1270,552500
2,4,8,1,1969,1170,1670,0.1,3,1,1670,1306630
3,4,8,1,1961,1200,2390,0.1,5,1,2390,1057030
2,4,8,1,1962,1060,1590,0.1,4,1,1590,1084200
1,4,8,1,1958,1040,3120,0.1,2,1,3120,962000
1,4,8,1,1954,1000,1940,0.1,2,1,1940,825500
1,3,6,1,1942,1040,2080,0.1,3,1,2080,443300
1,3,6,1,1942,1210,1210,0.1,4,1,1210,455000
1,3,6,1,1943,1230,1180,0.1,4,1,1180,481000
3,4,8,1,1969,1390,2010,0.1,3,1,2010,1313000
1,3,6,1,1952,840,1320,0.1,2,1,1320,767000
2,3,6,1,1947,870,1840,0.1,3,1,1840,609700
1,3,6,1,1952,740,1430,0.1,1,1,1430,754000
2,4,8,1,1969,2990,2820,0,4,1,2820,1275000
1,4,8,1,1959,1330,1410,0,3,1,1410,962500
2,4,8,1,1960,1980,1790,0,3,1,1790,999875
2,3,6,1,1948,1240,1240,0,3,1,1240,600000
3,4,8,1,1970,1440,1900,0,3,1,1900,1287500
2,4,8,1,1954,1660,1490,0,3,1,1490,787500
1,3,6,1,1945,970,1500,0,2,1,1500,512487.5
2,3,6,1,1942,1720,1970,0,3,1,1970,422500
2,3,6,1,1942,1280,1566,0,3,1,1566,412500
1,4,8,1,1956,830,1220,0,2,1,1220,875000
1,3,6,1,1942,1120,1280,0,1,1,1280,415000
1,3,6,1,1948,790,1900,0,1,1,1900,620000
2,4,8,1,1962,1040,1700,0,3,1,1700,1057500
1,4,8,1,1963,870,1690,0,2,1,1690,1087500
2,4,8,1,1959,1300,1700,0,4,1,1700,947375
1,3,6,1,1946,940,1110,0,2,1,1110,549875
2,3,6,1,1947,1030,1710,0,4,1,1710,585000
2,4,8,1,1966,1320,2120,0,2,1,2120,1167500
1,4,8,1,1961,1150,1210,0,3,1,1210,1026250
1,3,6,1,1943,1200,1200,0,3,1,1200,446250
2,4,8,1,1953,1670,1520,0,3,1,1520,775000
2,3,6,1,1945,1160,1170,0,3,1,1170,525000
3,4,8,1,1959,1000,1840,0,3,1,1840,947500
2,4,8,1,1962,1680,2430,0,3,1,2430,1031250
1,4,8,1,1964,850,1630,0,2,1,1630,1117500
3,3,6,1,1952,1730,2090,0,3,1,2090,750000
2,4,8,1,1961,1160,1620,-0.1,3,1,1620,844200
1,3,6,1,1943,900,1250,-0.1,2,1,1250,378525
1,3,6,1,1947,1240,1240,0.1,3,1,1240,540500
1,3,6,1,1946,1010,1190,0.1,3,1,1190,517500
3,3,6,1,1950,1950,1950,0.1,3,1,1950,618700
2,3,6,1,1949,1520,1620,0.1,3,1,1620,579600
1,4,8,1,1969,1310,1550,0.1,2,1,1550,1173000
3,3,6,1,1951,1220,1650,0.1,4,1,1650,655500
1,3,6,1,1950,1290,1410,0.1,3,1,1410,632500
2,4,8,1,1964,1640,1730,0.1,3,1,1730,1012000
2,4,8,1,1963,1410,2410,0.1,3,1,2410,993600
2,4,8,1,1966,1200,2600,0.1,3,1,2600,1085600
1,4,8,1,1962,760,1520,0.1,2,1,1520,954500
2,4,8,1,1960,2092,2092,0.1,3,1,2092,897000
1,3,6,1,1944,960,1330,0.1,3,1,1330,459997.7
1,3,6,1,1945,920,1260,0.1,3,1,1260,473800
2,3,6,1,1946,1200,2120,0.1,3,1,2120,505885
2,4,8,1,1961,830,1610,0.1,3,1,1610,931500
3,4,8,1,1965,1820,2560,0.1,4,1,2560,1035000
2,4,8,1,1961,1280,1510,0.1,3,1,1510,931500
2,4,8,1,1960,1980,1420,0.1,4,1,1420,908500
2,3,6,1,1951,1200,1500,0.1,3,1,1500,634800
2,4,8,1,1970,1490,1630,0.1,3,1,1630,1184500
1,3,6,1,1946,1060,1620,0.1,3,1,1620,494500
2,4,8,1,1954,1950,1760,0.7,3,1,1760,646000
2,3,6,1,1950,1652,1400,0.7,3,1,1400,541000
1,3,6,1,1951,890,900,0.7,2,1,900,570000
2,3,6,1,1938,1080,1380,0.7,3,1,1380,230000
2,4,8,1,1958,1480,1850,0.7,3,1,1850,738600
2,4,8,1,1961,1970,2240,0.7,3,1,2240,813000
2,4,8,1,1962,1360,2060,0.7,5,1,2060,835000
2,3,6,1,1949,1390,1310,0.7,3,1,1310,510000
2,4,8,1,1970,1250,2210,0.7,3,1,2210,1035000
2,3,6,1,1949,750,1350,0.7,2,1,1350,516610
2,3,6,1,1950,1690,1850,0.7,3,1,1850,530000
1,4,8,1,1954,1190,1360,0.7,3,1,1360,640000
2,4,8,1,1954,1610,1930,0.7,3,1,1930,639004
2,4,8,1,1955,1520,1600,0.7,4,1,1600,660000
2,3,6,1,1939,1410,1410,0.7,4,1,1410,278000
3,3,6,1,1951,1210,1600,0.7,2,1,1600,558000
2,4,8,1,1953,1280,2120,0.7,4,1,2120,625000
1,4,8,1,1956,1540,1560,0.7,3,1,1560,700000
1,3,6,1,1944,1360,1340,0.7,4,1,1340,394000
2,3,6,1,1950,1340,1730,0.7,3,1,1730,530000
2,3,6,1,1941,1290,1310,0.7,3,1,1310,326000
2,4,8,1,1956,830,1540,0.7,3,1,1540,690000
1,4,8,1,1960,1500,1820,0.7,3,1,1820,792000
2,4,8,1,1958,2190,1700,0.7,3,1,1700,750000
3,4,8,1,1969,1730,2390,0.7,3,1,2390,1000000
2,4,8,1,1959,840,1380,0.7,5,1,1380,760000
2,3,6,1,1949,2160,1820,0.7,3,1,1820,520000
3,4,8,1,1962,1210,2270,0.7,4,1,2270,830000
1,4,8,1,1964,720,1390,0.7,2,1,1390,894000
2,4,8,1,1963,1300,2920,0.7,2,1,2920,860000
2,4,8,1,1960,1330,1780,0.7,3,1,1780,789998
2,3,6,1,1943,1990,1860,0.7,5,1,1860,356000
1,4,8,1,1953,770,820,0.7,2,1,820,620000
2,3,6,1,1944,1690,1690,0.7,3,1,1690,399000
1,4,8,1,1966,720,1180,0.7,2,1,1180,946000
1,4,8,1,1960,1390,1230,0.7,3,1,1230,792000
2,4,8,1,1962,850,1470,0.7,4,1,1470,840000
2,4,8,1,1959,1330,1150,0.7,3,1,1150,772000
2,4,8,1,1962,1300,1860,0.7,3,1,1860,840000
2,3,6,1,1951,1070,2510,0.7,3,1,2510,568400
1,4,8,1,1958,870,1100,0.7,2,1,1100,730000
2,3,6,1,1948,1750,1270,0.7,4,1,1270,480000
2,3,6,1,1949,1310,1310,0.7,3,1,1310,510000
1,3,6,1,1947,1030,1140,0.7,3,1,1140,459900
2,3,6,1,1950,1530,1610,0.7,3,1,1610,538000
1,3,6,1,1944,720,970,-0.1,2,1,970,218900
2,3,6,1,1948,1260,1810,-0.1,3,1,1810,269500
1,4,8,1,1969,1010,1680,-0.1,2,1,1680,551100
2,4,8,1,1958,1340,1500,-0.1,4,1,1500,409200
2,4,8,1,1956,1210,1840,0.7,2,1,1840,719250
3,4,8,1,1954,1610,2030,0.7,4,1,2030,669900
2,4,8,1,1971,1280,1730,0.7,2,1,1730,1113000
2,4,8,1,1960,770,1080,0.7,4,1,1080,829500
2,4,8,1,1964,1480,2310,0.7,3,1,2310,924000
2,3,6,1,1947,1270,1270,0.7,4,1,1270,483000
1,3,6,1,1952,650,1310,0.7,2,1,1310,619500
1,3,6,1,1950,990,1210,0.7,3,1,1210,577500
3,3,6,1,1949,1190,1870,0.7,3,1,1870,529200
2,4,8,1,1953,1310,1320,0.7,4,1,1320,638400
2,4,8,1,1958,1340,1940,0.7,3,1,1940,768600
2,4,8,1,1957,1500,1650,0.7,3,1,1650,756000
1,4,8,1,1954,850,1150,0.7,3,1,1150,682500
2,4,8,1,1957,1810,1540,0.7,3,1,1540,751800
1,4,8,1,1955,970,2020,0.7,3,1,2020,706650
1,3,6,1,1939,690,1140,0.7,2,1,1140,291900
1,3,6,1,1945,970,1180,0.7,2,1,1180,441000
1,3,6,1,1944,1050,1430,0.7,3,1,1430,407400
2,4,8,1,1954,1460,1400,0.7,3,1,1400,682395
2,4,8,1,1957,1450,1540,0.7,4,1,1540,761250
2,4,8,1,1970,2300,2600,0.7,3,1,2600,1092000
2,3,6,1,1949,1180,460,0.7,2,1,460,540750
1,3,6,1,1952,750,930,0.7,2,1,930,630000
2,3,6,1,1952,1300,1900,0.7,3,1,1900,619500
2,4,8,1,1956,1180,1990,0.7,4,1,1990,721350
1,4,8,1,1958,1160,1320,0.7,3,1,1320,771750
1,4,8,1,1956,720,1510,0.7,3,1,1510,711900
2,4,8,1,1962,1070,1200,0.7,3,1,1200,871500
2,3,6,1,1946,1330,1270,0.7,3,1,1270,472500
2,4,8,1,1961,990,1570,0.7,3,1,1570,840000
1,4,8,1,1961,1410,1170,0.7,3,1,1170,850500
2,3,6,1,1941,1010,1400,0.7,3,1,1400,336000
2,4,8,1,1964,1250,990,0.7,4,1,990,934500
3,4,8,1,1963,1290,1720,0.7,4,1,1720,917700
2,4,8,1,1964,790,1520,0.7,3,1,1520,919800
2,4,8,1,1966,1150,1350,0.7,3,1,1350,975450
1,3,6,1,1944,1000,1490,0.7,3,1,1490,417900
1,3,6,1,1946,880,1110,0.7,3,1,1110,457800
3,4,8,1,1960,2590,3110,0.7,3,1,3110,832650
3,4,8,1,1961,1510,2390,0.7,3,1,2390,840000
3,4,8,1,1961,1310,1310,0.7,3,1,1310,850500
3,4,8,1,1967,900,1090,0.7,3,1,1090,1018500
1,3,6,1,1952,2150,1720,0.7,3,1,1720,630000
1,3,6,1,1949,1120,1490,0.7,3,1,1490,541800
1,4,8,1,1956,740,1080,0.7,2,1,1080,735000
1,4,8,1,1955,900,1480,0.7,2,1,1480,692895
2,4,8,1,1956,1360,1650,0.7,3,1,1650,731850
2,4,8,1,1954,1380,2460,0.7,4,1,2460,661290
3,4,8,1,1954,1180,1160,0.7,5,1,1160,665700
2,3,6,1,1946,1330,1500,0.7,3,1,1500,457800
2,4,8,1,1953,1160,960,0.6,2,1,960,686400
3,4,8,1,1966,1530,1920,0.6,4,1,1920,1034000
3,4,8,1,1959,1500,2170,0.6,5,1,2170,833800
1,3,6,1,1951,1220,1100,0.6,3,1,1100,630740
1,3,6,1,1947,1060,1550,0.6,2,1,1550,501600
1,3,6,1,1947,1300,1390,0.6,3,1,1390,506000
2,3,6,1,1946,1580,1580,0.6,3,1,1580,475200
2,4,8,1,1955,1150,1900,0.6,3,1,1900,737000
3,3,6,1,1945,1630,1630,0.6,3,1,1630,446600
2,4,8,1,1955,940,1900,0.6,2,1,1900,737000
1,4,8,1,1958,810,1820,0.6,3,1,1820,807400
2,4,8,1,1957,1260,1270,0.6,3,1,1270,776600
1,4,8,1,1955,840,1650,0.6,2,1,1650,737000
2,4,8,1,1962,1570,2170,0.6,3,1,2170,921800
2,4,8,1,1963,1060,2200,0.6,4,1,2200,935000
3,3,6,1,1946,1160,1570,0.6,3,1,1570,495000
1,4,8,1,1958,1720,1460,0.6,3,1,1460,825000
3,4,8,1,1962,1220,1840,0.6,5,1,1840,913000
1,3,6,1,1941,1360,1530,0.6,3,1,1530,349800
2,4,8,1,1956,1150,1560,0.6,3,1,1560,745800
1,3,6,1,1946,990,1130,0.6,2,1,1130,483890
1,4,8,1,1961,990,1120,0.6,2,1,1120,901890
1,4,8,1,1958,1090,2040,0.6,3,1,2040,825000
2,4,8,1,1953,1400,1780,0.6,3,1,1780,671000
2,3,6,1,1949,1239,2060,0.6,3,1,2060,556822.2
2,4,8,1,1955,1340,1350,0.6,3,1,1350,726000
1,4,8,1,1957,710,960,0.6,2,1,960,797196.4
2,4,8,1,1954,1290,1550,0.6,3,1,1550,715000
3,4,8,1,1954,1220,1860,0.4,4,1,1860,845000
2,4,8,1,1961,1160,1840,0.4,3,1,1840,1066000
3,4,8,1,1957,1010,1910,0.1,4,1,1910,917800
2,3,6,1,1948,1570,1282,0.1,2,1,1282,637000
1,3,6,1,1938,1080,1070,0.1,3,1,1070,299000
2,4,8,1,1961,1400,1420,0.1,2,1,1420,1042470
1,3,6,1,1951,860,1720,0.1,3,1,1720,728000
2,3,6,1,1950,1640,2070,0.1,4,1,2070,685100
2,3,6,1,1953,1540,2260,0.1,5,1,2260,785200
1,4,8,1,1953,670,710,0.1,2,1,710,792870
2,3,6,1,1948,1470,1430,0.1,3,1,1430,621400
2,4,8,1,1954,2020,1940,0.1,4,1,1940,819000
3,4,8,1,1954,1290,1980,0.1,4,1,1980,832000
2,4,8,1,1957,1010,1700,0.1,3,1,1700,920400
1,3,6,1,1941,890,1590,0.1,3,1,1590,401700
1,3,6,1,1942,760,1020,0.1,3,1,1020,435500
2,3,6,1,1951,1330,2520,0.1,3,1,2520,728000
2,4,8,1,1955,940,1160,0.1,3,1,1160,871000
2,3,6,1,1945,1260,1120,0.1,4,1,1120,538720
2,4,8,1,1960,1300,1350,0.1,2,1,1350,1034800
3,4,8,1,1961,2170,1760,0.1,4,1,1760,1040000
2,4,8,1,1958,1060,1320,0.1,3,1,1320,962000
3,4,8,1,1960,1730,2340,0.1,4,1,2340,1014000
3,4,8,1,1966,1140,1510,0.1,4,1,1510,1220700
2,3,6,1,1952,1850,2250,0.1,3,1,2250,751400
1,3,6,1,1938,810,1040,0.1,2,1,1040,325000
2,4,8,1,1961,1000,1570,0.1,2,1,1570,1066000
1,4,8,1,1966,1010,1800,0.1,2,1,1800,1223170
2,4,8,1,1960,1460,1810,0.1,4,1,1810,1027000
1,4,8,1,1961,530,1930,0.1,1,1,1930,1040000
2,3,6,1,1943,1330,1330,0.1,3,1,1330,468000
2,3,6,1,1943,1230,1550,0.1,3,1,1550,467740
2,3,6,1,1945,1330,1220,0.1,2,1,1220,525720
1,4,8,1,1959,1220,1490,0.1,3,1,1490,1007500
2,4,8,1,1960,1710,1430,0.1,3,1,1430,1014000
1,4,8,1,1964,1310,1280,0.1,3,1,1280,1162200
2,3,6,1,1948,650,1370,0.1,2,1,1370,635700
3,3,6,1,1947,1260,1960,0.1,5,1,1960,597870
1,4,8,1,1957,1550,1210,0.1,4,1,1210,912600
2,4,8,1,1954,900,1550,0.1,4,1,1550,845000
2,3,6,1,1945,1100,1100,0.1,3,1,1100,551200
1,3,6,1,1946,1140,1300,0.1,3,1,1300,566800
1,3,6,1,1952,1210,1640,0.1,3,1,1640,754000
3,4,8,1,1957,1210,1910,0,3,1,1910,900000
2,3,6,1,1948,900,1400,0,3,1,1400,597500
3,3,6,1,1951,1440,1990,0,3,1,1990,717250
2,3,6,1,1947,1270,1600,0,3,1,1600,592500
2,3,6,1,1941,1010,750,0,3,1,750,400000
2,3,6,1,1944,1180,1630,0,3,1,1630,482500
2,3,6,1,1951,1210,2080,0,3,1,2080,699875
1,4,8,1,1957,1210,990,0,3,1,990,887500
3,4,8,1,1969,1840,2250,0,4,1,2250,1272500
1,3,6,1,1947,680,1470,0,3,1,1470,575000
3,4,8,1,1965,1410,2450,0,4,1,2450,1125000
1,4,8,1,1966,1020,1670,0,1,1,1670,1162500
2,4,8,1,1960,1340,1550,0,3,1,1550,992500
2,3,6,1,1949,1200,980,0,3,1,980,642500
3,4,8,1,1969,1550,2350,0,4,1,2350,1255000
3,4,8,1,1961,1430,1470,0,3,1,1470,1012500
1,4,8,1,1957,840,1740,0,2,1,1740,900000
1,4,8,1,1954,780,1750,0,2,1,1750,787500
2,4,8,1,1958,1210,1630,0,3,1,1630,931250
2,4,8,1,1971,780,1560,0,3,1,1560,1312500
1,3,6,1,1949,1500,1970,0,4,1,1970,639875
2,4,8,1,1957,1850,1310,-0.1,4,1,1310,756000
1,4,8,1,1957,1010,2300,-0.1,2,1,2300,747600
2,4,8,1,1970,1150,2020,-0.1,3,1,2020,1092000
2,4,8,1,1970,1550,2520,-0.1,4,1,2520,1094100
2,4,8,1,1967,1240,1440,-0.1,3,1,1440,997500
2,4,8,1,1961,1180,1550,-0.1,3,1,1550,861000
3,4,8,1,1960,1770,2670,-0.1,3,1,2670,819000
2,3,6,1,1948,1190,1700,-0.1,3,1,1700,504000
2,3,6,1,1949,1060,1040,-0.1,4,1,1040,546000
2,3,6,1,1952,910,1560,-0.1,2,1,1560,609000
2,3,6,1,1952,1760,2590,-0.1,3,1,2590,609000
1,3,6,1,1941,960,1110,-0.1,3,1,1110,333480
3,4,8,1,1953,1390,1810,-0.1,3,1,1810,639450
1,3,6,1,1944,860,1130,-0.1,2,1,1130,419974.8
3,3,6,1,1950,2150,1670,-0.1,3,1,1670,571200
2,3,6,1,1948,1750,1440,-0.1,4,1,1440,518700
1,3,6,1,1945,970,1340,-0.1,2,1,1340,441000
1,3,6,1,1943,1160,1340,-0.1,3,1,1340,382200
1,3,6,1,1945,840,830,-0.1,2,1,830,437675.7
1,4,8,1,1954,1510,1880,-0.1,4,1,1880,682500
1,4,8,1,1954,1290,1390,-0.1,3,1,1390,678300
2,4,8,1,1955,1300,1890,-0.1,3,1,1890,695100
2,4,8,1,1955,1080,2090,-0.1,3,1,2090,692895
3,4,8,1,1964,1330,1870,-0.1,3,1,1870,934395
1,4,8,1,1965,1170,1480,-0.1,3,1,1480,945000
2,4,8,1,1961,1510,2180,-0.1,3,1,2180,840000
1,4,8,1,1959,960,1760,-0.1,2,1,1760,796950
1,3,6,1,1946,960,1150,-0.1,3,1,1150,472500
2,4,8,1,1960,2620,1730,-0.1,3,1,1730,827925
2,4,8,1,1956,1120,1850,-0.1,3,1,1850,735000
1,3,6,1,1946,1180,1830,-0.1,3,1,1830,453600
2,3,6,1,1946,1080,1190,-0.1,3,1,1190,458325
1,3,6,1,1946,1000,1710,-0.1,3,1,1710,462000
1,4,8,1,1968,850,1450,-0.1,2,1,1450,1026900
2,4,8,1,1955,1490,1640,-0.1,3,1,1640,703500
